"phenotype","PhecodeString","group","training.n","training.event","training.preid","internal.n","internal.event","internal.preid","external.n","external.event","external.preid","MIMIC_png.n","MIMIC_png.event","MIMIC_png.preid"
"395.4","Nonrheumatic pulmonary valve disorders","Circulatory system",166311,155,"1405 (489-2485.5)",71367,50,"1412 (491-2493)",66017,71,"1691 (755-2815)",29606,9,"937 (357-1539)"
"395.6","Heart valve replaced","Circulatory system",166312,324,"1404 (488-2485)",71362,135,"1411 (490-2491)",66019,119,"1689 (754-2814)",29094,433,"932 (354-1534)"
"396","Abnormal heart sounds","Circulatory system",166193,210,"1405 (488-2485)",71310,95,"1411 (490-2492)",66030,83,"1689.5 (754-2813)",29490,155,"934.5 (356-1537)"
"401.1","Essential hypertension","Circulatory system",143259,9872,"1336 (443-2407)",61473,4075,"1340 (444-2412)",53705,4021,"1581 (655-2710)",14777,3293,"779 (286-1383)"
"401.2","Hypertensive heart and/or renal disease","Circulatory system",164909,1944,"1403 (486-2485)",70791,756,"1410 (490-2493)",65352,904,"1689 (750-2813)",29312,1778,"917 (350-1515)"
"401.21","Hypertensive heart disease","Circulatory system",137320,11433,"1292 (419-2356)",58971,4768,"1294 (417-2354)",48012,5192,"1512 (604-2629)",29402,1867,"914 (350-1514)"
"401.22","Hypertensive chronic kidney disease","Circulatory system",164907,1221,"1402 (486-2484)",70794,479,"1410 (489-2492)",65273,518,"1688 (752-2812)",25624,1443,"925.5 (354-1526)"
"401.3","Other hypertensive complications","Circulatory system",165513,781,"1403 (486-2484)",70974,316,"1409 (488.25-2488)",65521,381,"1685 (749-2810)",29437,436,"932 (355-1532)"
"411.1","Unstable angina (intermediate coronary syndrome)","Circulatory system",165690,531,"1401 (486-2480)",71106,232,"1407 (488-2485.75)",65672,270,"1685 (749-2808)",28896,214,"929 (353-1529)"
"411.2","Myocardial infarction","Circulatory system",163841,1342,"1401 (486-2480)",70282,521,"1406 (488-2486)",64947,610,"1686 (750-2809)",26791,1522,"921 (353-1521)"
"411.3","Angina pectoris","Circulatory system",154907,4880,"1344 (446-2410)",66438,1987,"1355 (449-2420)",58126,2500,"1597 (667-2715)",28969,180,"934 (355-1532)"
"411.4","Coronary atherosclerosis","Circulatory system",156931,6551,"1364 (458-2450)",67297,2664,"1372 (459-2457)",61229,2994,"1644 (707-2772)",23906,1951,"914 (351.25-1510)"
"411.8","Other chronic ischemic heart disease, unspecified","Circulatory system",164644,1102,"1398.5 (483-2478)",70693,455,"1406 (487-2486)",64890,501,"1681 (747-2806)",29097,542,"932 (355-1533)"
"411.9","Other acute and subacute forms of ischemic heart disease","Circulatory system",166188,272,"1405 (488-2486)",71282,107,"1412 (491-2493)",65992,127,"1690 (754.75-2815)",29180,475,"932 (354-1535)"
"414","Other forms of chronic heart disease","Circulatory system",166172,637,"1405 (488-2485)",71275,268,"1411 (491-2493)",65987,238,"1690 (754-2813)",29352,140,"935 (355.75-1537)"
"415.1","Acute pulmonary heart disease","Circulatory system",166400,72,"1405 (489-2486)",71394,31,"1413 (491-2493)",66083,32,"1691 (755-2814.5)",29609,6,"937 (357-1539)"
"415.11","Pulmonary embolism and infarction, acute","Circulatory system",165933,413,"1404 (488-2485)",71203,164,"1411 (490-2493)",65744,181,"1688 (752-2811)",28957,488,"934 (356-1534)"
"415.2","Chronic pulmonary heart disease","Circulatory system",165987,804,"1404 (488-2484)",71199,342,"1409 (490-2491)",65792,577,"1684 (748-2807)",28105,1270,"923 (351-1524)"
"415.21","Primary pulmonary hypertension","Circulatory system",166337,162,"1405 (489-2485)",71375,75,"1412 (491-2493)",66044,96,"1689.5 (754-2813)",29552,16,"936 (357-1539)"
"416","Cardiomegaly","Circulatory system",165993,394,"1403 (487-2484)",71239,170,"1410 (490-2489)",65731,213,"1687 (751-2811)",29487,114,"935 (356-1537)"
"418","Nonspecific chest pain","Circulatory system",142357,9339,"1291 (410-2348)",61245,3862,"1308 (415-2352)",53137,4429,"1540 (623-2645)",21956,3138,"785 (276-1387)"
"420.1","Myocarditis","Circulatory system",166344,40,"1405 (489-2485)",71383,27,"1413 (491-2493)",66063,30,"1691 (755-2813)",29575,20,"936 (357-1539)"
"420.2","Pericarditis","Circulatory system",166140,322,"1405 (489-2486)",71295,150,"1412 (492-2493)",65990,161,"1691 (754-2815)",29224,295,"933 (355-1537)"
"420.21","Acute pericarditis","Circulatory system",166379,41,"1405 (489-2485)",71383,14,"1413 (491-2492.5)",66052,26,"1691 (755-2813.25)",29466,74,"935 (356-1537)"
"420.22","Chronic pericarditis","Circulatory system",166416,53,"1405 (489-2486)",71402,11,"1413 (492-2493)",66088,15,"1691 (755.75-2814)",29539,27,"937 (357-1539)"
"420.3","Endocarditis","Circulatory system",166200,268,"1405 (489-2485)",71309,124,"1412 (491-2493)",66008,117,"1691 (755-2814.25)",29449,148,"936 (357-1538)"
"425.1","Primary/intrinsic cardiomyopathies","Circulatory system",166073,213,"1404 (488-2485)",71287,90,"1412 (492-2491)",65980,86,"1690 (754-2813.25)",28672,620,"929 (352-1533)"
"425.11","Hypertrophic obstructive cardiomyopathy","Circulatory system",166399,31,"1405 (489-2486)",71390,16,"1412 (491-2492)",66061,11,"1690 (755-2814)",29556,47,"936 (357-1538)"
"425.2","Secondary/extrinsic cardiomyopathies","Circulatory system",166350,29,"1405 (489-2486)",71369,10,"1413 (492-2493)",66023,13,"1691 (756-2814.5)",29476,102,"935 (356-1538)"
"426.2","Atrioventricular [AV] block","Circulatory system",166392,71,"1405 (489-2486)",71389,27,"1413 (492-2493)",66070,27,"1691 (755-2814)",29582,48,"936 (357-1538)"
"426.21","First degree AV block","Circulatory system",166390,62,"1405 (489-2485)",71387,20,"1413 (492-2493)",66081,32,"1690 (755-2814)",29441,176,"935 (356-1537)"
"426.23","Second degree AV block","Circulatory system",166400,91,"1405 (489-2485.25)",71397,36,"1413 (492-2492)",66075,35,"1690 (755-2814)",29437,147,"935 (356-1539)"
"426.24","Atrioventricular block, complete","Circulatory system",166259,172,"1405 (488-2485)",71336,50,"1413 (492-2493)",65977,59,"1691 (756-2815)",29380,224,"935 (355-1537)"
"426.31","Right bundle branch block","Circulatory system",166376,81,"1405 (489-2485)",71380,38,"1412 (491-2492)",66038,54,"1690 (754-2813.75)",29329,300,"934 (355-1534)"
"426.32","Left bundle branch block","Circulatory system",166422,50,"1405 (489-2486)",71400,19,"1413 (492-2493)",66081,25,"1690 (755-2813)",29235,316,"934 (356-1537)"
"426.7","Abnormal electrocardiogram [ECG] [EKG]","Circulatory system",166106,650,"1402 (486-2483)",71282,248,"1411 (489-2491)",65811,721,"1678 (741-2803)",29062,359,"930 (353-1529)"
"426.91","Cardiac pacemaker in situ","Circulatory system",166002,481,"1404 (487-2484.75)",71223,194,"1411 (490-2492)",65795,231,"1689 (753-2815)",28860,521,"933 (355-1536)"
"427.1","Paroxysmal tachycardia, unspecified","Circulatory system",165919,475,"1401 (485-2480)",71196,185,"1408 (489-2486)",65837,213,"1685 (749-2808)",29595,7,"937 (357-1539)"
"427.11","Paroxysmal supraventricular tachycardia","Circulatory system",165873,342,"1403 (486-2483)",71159,117,"1410 (490-2491)",65808,133,"1688 (752.75-2811)",29340,604,"932 (354-1533)"
"427.12","Paroxysmal ventricular tachycardia","Circulatory system",166206,280,"1405 (489-2485)",71330,103,"1412 (491-2493)",65972,102,"1690 (755-2814)",28979,445,"934 (357-1536)"
"427.21","Atrial fibrillation","Circulatory system",163025,2635,"1404 (487-2483)",69932,991,"1408 (490-2492)",64140,1301,"1693 (757-2819)",25328,1679,"934.5 (364-1537)"
"427.22","Atrial flutter","Circulatory system",165904,687,"1404 (487-2485)",71158,268,"1410 (491-2493)",65806,342,"1689.5 (752-2813)",28824,670,"931.5 (355-1530.25)"
"427.3","Other specified cardiac dysrhythmias","Circulatory system",165874,622,"1404 (487-2485)",71174,259,"1410 (490-2491)",65841,367,"1687 (751-2810)",27278,1137,"915 (347-1517)"
"427.41","Ventricular fibrillation and flutter","Circulatory system",166366,91,"1405 (489-2486)",71382,39,"1412 (492-2492.75)",66071,33,"1691 (756-2815)",29521,75,"937 (357-1539)"
"427.42","Cardiac arrest","Circulatory system",166108,1293,"1406 (492-2487)",71273,495,"1414 (494-2494)",66004,378,"1692 (757-2816)",29334,401,"935 (357-1537)"
"427.5","Arrhythmia (cardiac) NOS","Circulatory system",160699,2605,"1375 (467-2448)",69013,1039,"1383 (468-2455)",61883,1765,"1634 (703-2759)",29566,47,"935 (356-1538)"
"427.6","Premature beats","Circulatory system",166057,510,"1402 (486-2483)",71255,213,"1409 (490-2489)",65921,267,"1686 (750-2809)",29487,177,"935 (356-1537)"
"427.61","Supraventricular premature beats","Circulatory system",166343,202,"1404 (487.5-2484)",71358,63,"1411 (490-2491)",66041,89,"1689 (753-2813)",29578,67,"935.5 (356-1538)"
"427.7","Tachycardia NOS","Circulatory system",165843,507,"1403 (487-2484)",71158,190,"1410 (489-2490.75)",65791,258,"1687 (751-2811)",28258,1202,"915.5 (347-1519)"
"427.8","Sinoatrial node dysfunction (Bradycardia)","Circulatory system",165986,336,"1405 (488-2485)",71224,141,"1411 (490-2491)",65800,228,"1689 (753-2813)",29261,254,"934 (356-1538)"
"427.9","Palpitations","Circulatory system",160572,4049,"1367 (460-2448)",68971,1680,"1374 (463-2448)",62844,2058,"1636 (707-2761)",28728,752,"919 (347-1521)"
"428.1","Congestive heart failure (CHF) NOS","Circulatory system",162958,3278,"1405 (490-2487)",69930,1351,"1410 (491-2494)",64136,1499,"1696 (762-2825)",25732,1282,"927 (355-1527)"
"428.2","Heart failure NOS","Circulatory system",165833,273,"1406 (491-2486)",71157,104,"1413 (492-2493)",65776,125,"1693 (759-2817)",29531,187,"935 (356-1537)"
"428.3","Heart failure with reduced EF [Systolic or combined heart failure]","Circulatory system",165035,1552,"1401 (486-2483.5)",70821,612,"1408 (490-2490)",65365,735,"1687 (752-2811)",27644,1206,"931.5 (356-1532)"
"428.4","Heart failure with preserved EF [Diastolic heart failure]","Circulatory system",166241,380,"1405 (488-2485)",71332,151,"1412 (491-2493)",65979,191,"1690 (753-2815)",27256,1677,"921 (351-1522)"
"429.1","Heart transplant/surgery","Circulatory system",166323,74,"1405 (489-2485)",71378,40,"1412 (491-2492)",66063,37,"1690 (754-2813)",29538,126,"934 (356-1537)"
"430","Intracranial hemorrhage","Circulatory system",165858,356,"1406 (491-2487)",71173,160,"1414 (492-2494)",65902,112,"1692 (756-2816)",29548,59,"937 (357-1540)"
"430.1","Subarachnoid hemorrhage","Circulatory system",165903,301,"1404 (489-2484)",71177,130,"1413 (492-2493)",65903,130,"1689 (754-2811)",29467,61,"938 (359-1541)"
"430.2","Intracerebral hemorrhage","Circulatory system",164603,761,"1406 (492-2485)",70663,317,"1414 (494-2493)",65477,284,"1691 (757-2815)",29305,224,"939 (360-1542)"
"430.3","Subdural hemorrhage","Circulatory system",165889,405,"1405 (490-2486)",71194,160,"1413 (492-2493.75)",65829,166,"1690 (755-2814)",29451,133,"937 (357-1538)"
"433","Cerebrovascular disease","Circulatory system",166116,458,"1404 (488-2484)",71257,177,"1410 (490-2490)",65955,229,"1687 (752-2810)",29494,126,"935.5 (356-1537.75)"
"433.1","Occlusion and stenosis of precerebral arteries","Circulatory system",165273,1244,"1398 (483-2479)",70875,481,"1405 (485-2486)",65419,549,"1679 (747-2803)",29068,405,"934 (357-1538.25)"
"433.11","Occlusion of cerebral arteries, with cerebral infarction","Circulatory system",164953,1114,"1400 (486-2479)",70776,401,"1407.5 (491-2488)",65518,473,"1684 (749-2807)",29497,77,"936 (357-1539)"
"433.12","Cerebral atherosclerosis","Circulatory system",166128,203,"1404 (488-2485)",71259,97,"1410 (490-2491)",65818,82,"1692 (756-2815)",29442,156,"936 (357.25-1537)"
"433.2","Occlusion of cerebral arteries","Circulatory system",161255,1735,"1399 (487-2473)",69193,771,"1405 (488-2481)",63076,936,"1687 (756-2806.25)",29589,27,"936 (357-1538)"
"433.21","Cerebral artery occlusion, with cerebral infarction","Circulatory system",161968,3022,"1400 (487-2481)",69504,1188,"1407 (490-2485)",64381,1182,"1686 (754-2810)",28732,664,"933 (356-1532)"
"433.3","Cerebral ischemia","Circulatory system",166111,370,"1405 (488-2485)",71242,142,"1411 (490-2493)",65964,150,"1690 (755-2813)",29591,54,"936 (357-1538.5)"
"433.31","Transient cerebral ischemia","Circulatory system",161724,5283,"1362 (462-2441)",69454,2192,"1368 (462-2443)",63358,2893,"1621.5 (700-2747)",27551,1497,"917 (347-1519)"
"433.5","Cerebral aneurysm","Circulatory system",166241,279,"1404 (488-2484)",71330,125,"1411 (490-2491)",66024,124,"1688 (753-2811)",29467,106,"936 (357-1538)"
"433.8","Late effects of cerebrovascular disease","Circulatory system",163532,2756,"1401 (485-2482)",70180,1104,"1408 (488-2489)",64708,1090,"1689 (753-2815)",28798,699,"933 (354-1534)"
"440","Atherosclerosis","Circulatory system",165754,422,"1402 (486-2481)",71101,178,"1409 (489-2488)",65602,318,"1685.5 (751-2809)",29522,84,"935 (356.25-1538)"
"440.2","Atherosclerosis of the extremities","Circulatory system",165644,949,"1403 (487-2484)",71049,348,"1410 (490-2492)",65518,329,"1691 (755-2815)",29078,266,"934 (357-1538)"
"440.21","Atherosclerosis of native arteries of the extremities with ulceration or gangrene","Circulatory system",166304,227,"1405 (489-2486)",71347,93,"1413 (492-2493)",66054,78,"1692 (755-2815)",29270,206,"936 (357.25-1538)"
"440.22","Atherosclerosis of native arteries of the extremities with intermittent claudication","Circulatory system",166108,983,"1400 (487-2479)",71256,358,"1408 (490-2487)",65773,814,"1679 (748-2801)",29333,94,"934 (356-1537)"
"440.9","Atherosclerosis of aorta","Circulatory system",166210,450,"1404 (488-2485)",71314,182,"1411 (490.25-2491.75)",66004,177,"1689 (753-2813)",29491,76,"936 (357-1538)"
"441","Vascular insufficiency of intestine","Circulatory system",166395,99,"1405 (489-2486)",71384,55,"1413 (491-2493)",66076,50,"1691 (755-2814)",29486,121,"935 (356-1537)"
"441.1","Acute vascular insufficiency of intestine","Circulatory system",166384,101,"1405 (489-2486)",71394,47,"1413 (491.25-2492)",66080,43,"1691 (756-2814.25)",29440,93,"937 (357-1540)"
"442.1","Aortic aneurysm","Circulatory system",165979,293,"1405 (489-2485)",71172,109,"1413 (492-2493)",65912,123,"1689 (754-2813)",29359,136,"935 (357-1538)"
"442.11","Abdominal aortic aneurysm","Circulatory system",166240,174,"1405 (489-2486)",71329,80,"1413 (492-2493)",66003,70,"1691 (756-2814)",29269,182,"938 (357-1540)"
"442.2","Aneurysm of iliac artery","Circulatory system",166452,27,"1405 (489-2486)",71413,12,"1413 (492-2493)",66103,15,"1691 (756-2814)",29568,37,"936 (357-1539)"
"442.4","Arterial dissection","Circulatory system",166425,46,"1405 (489-2486)",71408,23,"1413 (491-2493)",66099,28,"1690 (755-2813)",29520,55,"936 (357-1539)"
"442.8","Aneurysm of other specified artery","Circulatory system",166392,88,"1405 (489-2485)",71378,26,"1413 (492-2493)",66053,42,"1690 (754-2813)",29517,95,"936 (357-1539)"
"443.1","Raynaud's syndrome","Circulatory system",165693,381,"1400 (485-2478)",71095,150,"1407 (488-2486)",65489,245,"1678 (745-2801)",29485,85,"935 (356-1536)"
"443.8","Other specified peripheral vascular diseases","Circulatory system",166304,281,"1404 (488-2484)",71344,104,"1412 (491-2493)",66048,106,"1689 (753-2812.25)",29595,42,"936 (357-1538.5)"
"443.9","Peripheral vascular disease, unspecified","Circulatory system",164852,1120,"1398 (483-2477)",70752,430,"1405 (486-2485)",65019,634,"1676 (744-2800)",28474,697,"929 (355-1531)"
"444","Arterial embolism and thrombosis","Circulatory system",166223,145,"1405 (489-2486)",71328,50,"1413 (492-2493)",65990,62,"1690 (755-2814)",29459,86,"936 (357-1539)"
"444.1","Arterial embolism and thrombosis of lower extremity artery","Circulatory system",165831,489,"1404 (489-2484)",71104,181,"1411 (491-2491.25)",65834,207,"1689 (753-2813)",29479,60,"937 (358-1538)"
"444.5","Atheroembolism","Circulatory system",166419,68,"1405 (489-2485)",71401,22,"1412 (491-2493)",66080,39,"1690 (753-2813)",29603,8,"937 (357-1539)"
"446.5","Giant cell arteritis","Circulatory system",165955,625,"1401 (486-2481)",71221,237,"1407 (488-2486)",65711,595,"1677 (745-2801)",29540,42,"936 (357-1538)"
"446.9","Arteritis NOS","Circulatory system",166386,60,"1405 (489-2486)",71389,28,"1412 (492-2492)",66067,34,"1691 (755-2814)",29558,31,"936 (357-1539)"
"447","Other disorders of arteries and arterioles","Circulatory system",166218,338,"1404 (488-2485)",71326,130,"1412 (491.25-2492.75)",66013,131,"1689 (753-2813)",29496,113,"935 (356-1538)"
"447.1","Stricture of artery","Circulatory system",166405,94,"1405 (489-2486)",71393,26,"1413 (491-2493)",66096,33,"1690 (755-2814)",29540,109,"936 (357-1537.25)"
"450","Noninfectious disorders of lymphatic channels","Circulatory system",166257,184,"1404 (488-2485)",71337,68,"1411 (490-2492)",65989,117,"1688 (751-2812)",29416,151,"935 (356-1537)"
"451","Phlebitis and thrombophlebitis","Circulatory system",166269,130,"1405 (489-2486)",71344,48,"1412 (491-2492)",66011,68,"1690 (754-2813)",29367,180,"934 (356-1533)"
"451.2","Phlebitis and thrombophlebitis of lower extremities","Circulatory system",165603,541,"1400 (485-2479)",71075,210,"1408 (489-2486)",65284,540,"1678.5 (745-2800.25)",29568,38,"936 (357-1538)"
"452","Other venous embolism and thrombosis","Circulatory system",164918,558,"1402 (488-2480)",70781,229,"1410 (491-2489)",64880,317,"1685 (751-2807)",27777,1358,"923 (350-1523)"
"452.2","Deep vein thrombosis [DVT]","Circulatory system",165537,1106,"1399 (484-2479)",71033,442,"1406 (487-2488)",65527,845,"1673 (741-2798)",28778,714,"932 (354.25-1532.75)"
"454","Varicose veins","Circulatory system",165704,471,"1402 (486-2483)",71078,194,"1410 (490-2489.75)",65768,209,"1686 (749-2809)",29473,103,"935 (356-1540)"
"454.1","Varicose veins of lower extremity","Circulatory system",165788,152,"1402 (487-2481)",71143,61,"1410 (490-2488)",65679,94,"1685 (750-2807)",29559,57,"936 (356-1538)"
"454.11","Varicose veins of lower extremity, symptomtic","Circulatory system",165625,827,"1399 (484-2478)",71085,329,"1406 (487-2485)",65708,453,"1678 (744-2801)",29586,65,"936 (356-1538)"
"455","Hemorrhoids","Circulatory system",153229,9537,"1306 (424-2368)",65850,3924,"1312 (427-2375)",57865,4682,"1529 (609-2641)",28791,626,"928 (352-1527)"
"456","Chronic venous insufficiency [CVI]","Circulatory system",166222,213,"1404 (488-2484)",71313,91,"1411 (490-2491)",65958,134,"1688 (752-2811)",28939,365,"933 (354-1533)"
"458.1","Orthostatic hypotension","Circulatory system",165690,847,"1398 (483-2476)",71103,353,"1405 (486-2485)",65756,395,"1681 (747-2807)",28572,1011,"921 (350-1521.25)"
"458.2","Iatrogenic hypotension","Circulatory system",166422,104,"1405 (489-2486)",71400,47,"1412.5 (491-2493)",66084,73,"1690 (754-2814)",28489,888,"928 (353-1529)"
"458.9","Hypotension NOS","Circulatory system",165649,710,"1404 (488-2485)",71086,292,"1411 (490-2493)",65685,328,"1688 (752-2813)",27773,1884,"917 (350-1517)"
"459","Other disorders of circulatory system","Circulatory system",166403,131,"1405 (489-2486)",71395,46,"1413 (492-2493)",66074,41,"1691 (755-2814)",29524,119,"936 (357-1539.25)"
"459.1","Hemorrhage NOS","Circulatory system",166291,92,"1405 (489-2486)",71365,36,"1413 (492-2493)",66039,45,"1691 (755.5-2814)",29575,56,"937 (357-1539)"
